arm,metric,score,count,percent
pm_off,omission_response_support_sufficiency,3,11,5.392156862745098
pm_off,omission_response_support_sufficiency,4,79,38.72549019607843
pm_off,omission_response_support_sufficiency,5,114,55.88235294117647
pm_on,overall,1,1,0.49019607843137253
pm_on,overall,2,31,15.196078431372548
pm_on,overall,3,89,43.627450980392155
pm_on,overall,4,79,38.72549019607843
pm_on,overall,5,4,1.9607843137254901
pm_on,emotional_support,1,1,0.49019607843137253
pm_on,emotional_support,2,36,17.647058823529413
pm_on,emotional_support,3,88,43.13725490196079
pm_on,emotional_support,4,76,37.254901960784316
pm_on,emotional_support,5,3,1.4705882352941178
pm_on,personalization,1,1,0.49019607843137253
pm_on,personalization,2,35,17.15686274509804
pm_on,personalization,3,101,49.509803921568626
pm_on,personalization,4,63,30.88235294117647
pm_on,personalization,5,4,1.9607843137254901
pm_on,memory_appropriateness,1,2,0.9803921568627451
pm_on,memory_appropriateness,2,30,14.705882352941176
pm_on,memory_appropriateness,3,88,43.13725490196079
pm_on,memory_appropriateness,4,20,9.803921568627452
pm_on,memory_appropriateness,5,64,31.372549019607842
pm_on,factual_grounding,5,204,100.0
pm_on,temporal_consistency,5,204,100.0
pm_on,non_intrusiveness,2,1,0.49019607843137253
pm_on,non_intrusiveness,4,18,8.823529411764707
pm_on,non_intrusiveness,5,185,90.68627450980392
pm_on,risk_selected_evidence_misuse,0,199,97.54901960784314
pm_on,risk_selected_evidence_misuse,1,5,2.450980392156863
pm_on,risk_unnecessary_exposure,0,204,100.0
pm_on,risk_stale_or_conflict,0,204,100.0
pm_on,risk_unsupported_personal_claim,0,204,100.0
pm_on,risk_source_set_appropriateness,1,22,10.784313725490197
pm_on,risk_source_set_appropriateness,2,1,0.49019607843137253
pm_on,risk_source_set_appropriateness,3,7,3.4313725490196076
pm_on,risk_source_set_appropriateness,4,74,36.27450980392157
pm_on,risk_source_set_appropriateness,5,100,49.01960784313726
pm_on,risk_strategy_overuse,0,204,100.0
pm_on,risk_strategy_omission,0,179,87.74509803921569
pm_on,risk_strategy_omission,1,25,12.254901960784315
pm_on,risk_response_support_sufficiency,4,115,56.372549019607845
pm_on,risk_response_support_sufficiency,5,89,43.627450980392155
pm_on,risk_overall_risk,0,122,59.80392156862745
pm_on,risk_overall_risk,1,82,40.19607843137255
pm_on,risk_omission_severity,0,204,100.0
pm_on,omission_omission_severity,0,137,67.15686274509804
pm_on,omission_omission_severity,1,58,28.431372549019606
pm_on,omission_omission_severity,2,9,4.411764705882353
pm_on,omission_response_support_sufficiency,3,11,5.392156862745098
pm_on,omission_response_support_sufficiency,4,90,44.11764705882353
pm_on,omission_response_support_sufficiency,5,103,50.490196078431374
rule_off,overall,2,23,11.27450980392157
rule_off,overall,3,74,36.27450980392157
rule_off,overall,4,102,50.0
rule_off,overall,5,5,2.450980392156863
rule_off,emotional_support,2,25,12.254901960784315
rule_off,emotional_support,3,77,37.745098039215684
rule_off,emotional_support,4,97,47.549019607843135
rule_off,emotional_support,5,5,2.450980392156863
rule_off,personalization,2,26,12.745098039215685
rule_off,personalization,3,86,42.15686274509804
rule_off,personalization,4,85,41.666666666666664
rule_off,personalization,5,7,3.4313725490196076
rule_off,memory_appropriateness,1,1,0.49019607843137253
rule_off,memory_appropriateness,2,22,10.784313725490197
rule_off,memory_appropriateness,3,84,41.1764705882353
rule_off,memory_appropriateness,4,33,16.176470588235293
rule_off,memory_appropriateness,5,64,31.372549019607842
rule_off,factual_grounding,5,204,100.0
rule_off,temporal_consistency,5,204,100.0
rule_off,non_intrusiveness,2,1,0.49019607843137253
rule_off,non_intrusiveness,3,2,0.9803921568627451
rule_off,non_intrusiveness,4,14,6.862745098039215
rule_off,non_intrusiveness,5,187,91.66666666666667
rule_off,risk_selected_evidence_misuse,0,201,98.52941176470588
rule_off,risk_selected_evidence_misuse,1,3,1.4705882352941178
rule_off,risk_unnecessary_exposure,0,204,100.0
rule_off,risk_stale_or_conflict,0,204,100.0
rule_off,risk_unsupported_personal_claim,0,204,100.0
rule_off,risk_source_set_appropriateness,1,18,8.823529411764707
rule_off,risk_source_set_appropriateness,3,2,0.9803921568627451
rule_off,risk_source_set_appropriateness,4,44,21.568627450980394
rule_off,risk_source_set_appropriateness,5,140,68.62745098039215
rule_off,risk_strategy_overuse,0,204,100.0
rule_off,risk_strategy_omission,0,195,95.58823529411765
rule_off,risk_strategy_omission,1,9,4.411764705882353
rule_off,risk_response_support_sufficiency,3,1,0.49019607843137253
rule_off,risk_response_support_sufficiency,4,71,34.80392156862745
rule_off,risk_response_support_sufficiency,5,132,64.70588235294117
rule_off,risk_overall_risk,0,157,76.96078431372548
rule_off,risk_overall_risk,1,47,23.03921568627451
rule_off,risk_omission_severity,0,204,100.0
rule_off,omission_omission_severity,0,132,64.70588235294117
rule_off,omission_omission_severity,1,62,30.392156862745097
rule_off,omission_omission_severity,2,10,4.901960784313726
rule_off,omission_response_support_sufficiency,3,11,5.392156862745098
rule_off,omission_response_support_sufficiency,4,86,42.15686274509804
rule_off,omission_response_support_sufficiency,5,107,52.450980392156865
rule_on,overall,2,35,17.15686274509804
rule_on,overall,3,82,40.19607843137255
rule_on,overall,4,84,41.1764705882353
rule_on,overall,5,3,1.4705882352941178
rule_on,emotional_support,2,40,19.607843137254903
rule_on,emotional_support,3,80,39.21568627450981
rule_on,emotional_support,4,81,39.705882352941174
rule_on,emotional_support,5,3,1.4705882352941178
rule_on,personalization,2,37,18.137254901960784
rule_on,personalization,3,96,47.05882352941177
rule_on,personalization,4,68,33.333333333333336
rule_on,personalization,5,3,1.4705882352941178
rule_on,memory_appropriateness,1,1,0.49019607843137253
rule_on,memory_appropriateness,2,33,16.176470588235293
rule_on,memory_appropriateness,3,85,41.666666666666664
rule_on,memory_appropriateness,4,21,10.294117647058824
rule_on,memory_appropriateness,5,64,31.372549019607842
rule_on,factual_grounding,5,204,100.0
rule_on,temporal_consistency,5,204,100.0
rule_on,non_intrusiveness,2,1,0.49019607843137253
rule_on,non_intrusiveness,4,18,8.823529411764707
rule_on,non_intrusiveness,5,185,90.68627450980392
rule_on,risk_selected_evidence_misuse,0,201,98.52941176470588
rule_on,risk_selected_evidence_misuse,1,3,1.4705882352941178
rule_on,risk_unnecessary_exposure,0,204,100.0
rule_on,risk_stale_or_conflict,0,204,100.0
rule_on,risk_unsupported_personal_claim,0,204,100.0
rule_on,risk_source_set_appropriateness,1,7,3.4313725490196076
rule_on,risk_source_set_appropriateness,2,2,0.9803921568627451
rule_on,risk_source_set_appropriateness,3,5,2.450980392156863
rule_on,risk_source_set_appropriateness,4,89,43.627450980392155
rule_on,risk_source_set_appropriateness,5,101,49.509803921568626
rule_on,risk_strategy_overuse,0,204,100.0
rule_on,risk_strategy_omission,0,182,89.2156862745098
rule_on,risk_strategy_omission,1,22,10.784313725490197
rule_on,risk_response_support_sufficiency,4,111,54.411764705882355
rule_on,risk_response_support_sufficiency,5,93,45.588235294117645
rule_on,risk_overall_risk,0,127,62.254901960784316
rule_on,risk_overall_risk,1,77,37.745098039215684
rule_on,risk_omission_severity,0,204,100.0
rule_on,omission_omission_severity,0,146,71.56862745098039
rule_on,omission_omission_severity,1,54,26.470588235294116
rule_on,omission_omission_severity,2,4,1.9607843137254901
rule_on,omission_response_support_sufficiency,3,5,2.450980392156863
rule_on,omission_response_support_sufficiency,4,81,39.705882352941174
rule_on,omission_response_support_sufficiency,5,118,57.84313725490196
fixed_off,overall,2,22,10.784313725490197
fixed_off,overall,3,76,37.254901960784316
fixed_off,overall,4,92,45.09803921568628
fixed_off,overall,5,14,6.862745098039215
fixed_off,emotional_support,2,25,12.254901960784315
fixed_off,emotional_support,3,75,36.76470588235294
fixed_off,emotional_support,4,95,46.568627450980394
fixed_off,emotional_support,5,9,4.411764705882353
fixed_off,personalization,2,27,13.235294117647058
fixed_off,personalization,3,83,40.68627450980392
fixed_off,personalization,4,84,41.1764705882353
fixed_off,personalization,5,10,4.901960784313726
fixed_off,memory_appropriateness,1,1,0.49019607843137253
fixed_off,memory_appropriateness,2,22,10.784313725490197
fixed_off,memory_appropriateness,3,81,39.705882352941174
fixed_off,memory_appropriateness,4,33,16.176470588235293
fixed_off,memory_appropriateness,5,67,32.84313725490196
fixed_off,factual_grounding,5,204,100.0
fixed_off,temporal_consistency,5,204,100.0
fixed_off,non_intrusiveness,2,1,0.49019607843137253
fixed_off,non_intrusiveness,4,18,8.823529411764707
fixed_off,non_intrusiveness,5,185,90.68627450980392
fixed_off,risk_selected_evidence_misuse,0,203,99.50980392156863
fixed_off,risk_selected_evidence_misuse,1,1,0.49019607843137253
fixed_off,risk_unnecessary_exposure,0,204,100.0
fixed_off,risk_stale_or_conflict,0,204,100.0
fixed_off,risk_unsupported_personal_claim,0,204,100.0
fixed_off,risk_source_set_appropriateness,1,12,5.882352941176471
fixed_off,risk_source_set_appropriateness,3,1,0.49019607843137253
fixed_off,risk_source_set_appropriateness,4,44,21.568627450980394
fixed_off,risk_source_set_appropriateness,5,147,72.05882352941177
fixed_off,risk_strategy_overuse,0,204,100.0
fixed_off,risk_strategy_omission,0,192,94.11764705882354
fixed_off,risk_strategy_omission,1,12,5.882352941176471
fixed_off,risk_response_support_sufficiency,4,68,33.333333333333336
fixed_off,risk_response_support_sufficiency,5,136,66.66666666666667
fixed_off,risk_overall_risk,0,151,74.01960784313725
fixed_off,risk_overall_risk,1,53,25.980392156862745
fixed_off,risk_omission_severity,0,203,99.50980392156863
fixed_off,risk_omission_severity,1,1,0.49019607843137253
fixed_off,omission_omission_severity,0,137,67.15686274509804
fixed_off,omission_omission_severity,1,62,30.392156862745097
fixed_off,omission_omission_severity,2,5,2.450980392156863
fixed_off,omission_response_support_sufficiency,3,11,5.392156862745098
fixed_off,omission_response_support_sufficiency,4,81,39.705882352941174
fixed_off,omission_response_support_sufficiency,5,112,54.90196078431372
fixed_on,overall,2,33,16.176470588235293
fixed_on,overall,3,83,40.68627450980392
fixed_on,overall,4,85,41.666666666666664
fixed_on,overall,5,3,1.4705882352941178
fixed_on,emotional_support,2,38,18.627450980392158
fixed_on,emotional_support,3,81,39.705882352941174
fixed_on,emotional_support,4,82,40.19607843137255
fixed_on,emotional_support,5,3,1.4705882352941178
fixed_on,personalization,2,35,17.15686274509804
fixed_on,personalization,3,97,47.549019607843135
fixed_on,personalization,4,69,33.8235294117647
fixed_on,personalization,5,3,1.4705882352941178
fixed_on,memory_appropriateness,1,1,0.49019607843137253
fixed_on,memory_appropriateness,2,31,15.196078431372548
fixed_on,memory_appropriateness,3,86,42.15686274509804
fixed_on,memory_appropriateness,4,22,10.784313725490197
fixed_on,memory_appropriateness,5,64,31.372549019607842
fixed_on,factual_grounding,5,204,100.0
fixed_on,temporal_consistency,5,204,100.0
fixed_on,non_intrusiveness,2,1,0.49019607843137253
fixed_on,non_intrusiveness,3,1,0.49019607843137253
fixed_on,non_intrusiveness,4,16,7.8431372549019605
fixed_on,non_intrusiveness,5,186,91.17647058823529
fixed_on,risk_selected_evidence_misuse,0,198,97.05882352941177
fixed_on,risk_selected_evidence_misuse,1,6,2.9411764705882355
fixed_on,risk_unnecessary_exposure,0,204,100.0
fixed_on,risk_stale_or_conflict,0,204,100.0
fixed_on,risk_unsupported_personal_claim,0,204,100.0
fixed_on,risk_source_set_appropriateness,1,8,3.9215686274509802
fixed_on,risk_source_set_appropriateness,2,1,0.49019607843137253
fixed_on,risk_source_set_appropriateness,3,3,1.4705882352941178
fixed_on,risk_source_set_appropriateness,4,91,44.6078431372549
fixed_on,risk_source_set_appropriateness,5,101,49.509803921568626
fixed_on,risk_strategy_overuse,0,204,100.0
fixed_on,risk_strategy_omission,0,186,91.17647058823529
fixed_on,risk_strategy_omission,1,18,8.823529411764707
fixed_on,risk_response_support_sufficiency,4,108,52.94117647058823
fixed_on,risk_response_support_sufficiency,5,96,47.05882352941177
fixed_on,risk_overall_risk,0,126,61.76470588235294
fixed_on,risk_overall_risk,1,78,38.23529411764706
fixed_on,risk_omission_severity,0,204,100.0
fixed_on,omission_omission_severity,0,144,70.58823529411765
fixed_on,omission_omission_severity,1,54,26.470588235294116
fixed_on,omission_omission_severity,2,6,2.9411764705882355
fixed_on,omission_response_support_sufficiency,3,8,3.9215686274509802
fixed_on,omission_response_support_sufficiency,4,80,39.21568627450981
fixed_on,omission_response_support_sufficiency,5,116,56.86274509803921
