left,right,metric,cluster,delta_left_minus_right,lower,upper,clusters
pm_on,pm_off,source_invocations,scenario_id,0.0,0.0,0.0,34
pm_on,pm_off,memory_tokens_est,scenario_id,-611.8039215686274,-666.7214460784314,-560.2430147058824,34
pm_on,pm_off,candidate_memory_tokens_est,scenario_id,0.0,0.0,0.0,34
rule_on,rule_off,emotional_support,scenario_id,-0.1715686274509804,-0.25980392156862747,-0.08823529411764706,34
rule_on,rule_off,personalization,scenario_id,-0.17647058823529413,-0.24509803921568626,-0.10784313725490197,34
rule_on,rule_off,memory_appropriateness,scenario_id,-0.11274509803921569,-0.1715686274509804,-0.05392156862745098,34
rule_on,rule_off,factual_grounding,scenario_id,0.0,0.0,0.0,34
rule_on,rule_off,temporal_consistency,scenario_id,0.0,0.0,0.0,34
rule_on,rule_off,non_intrusiveness,scenario_id,0.0,-0.0392156862745098,0.0392156862745098,34
rule_on,rule_off,overall,scenario_id,-0.16666666666666666,-0.25,-0.08333333333333333,34
rule_on,rule_off,misuse_any,scenario_id,0.0,-0.024509803921568627,0.024509803921568627,34
rule_on,rule_off,misuse_clear,scenario_id,0.0,0.0,0.0,34
rule_on,rule_off,misuse_severity,scenario_id,0.0,-0.024509803921568627,0.024509803921568627,34
rule_on,rule_off,major_issue_rate,scenario_id,0.0,0.0,0.0,34
rule_on,rule_off,overall_risk,scenario_id,0.14705882352941177,0.08333333333333333,0.20588235294117646,34
rule_on,rule_off,omission_clear,scenario_id,-0.029411764705882353,-0.058823529411764705,-0.004901960784313725,34
rule_on,rule_off,omission_severity,scenario_id,-0.09803921568627451,-0.1715686274509804,-0.024509803921568627,34
rule_on,rule_off,source_invocations,scenario_id,0.0,0.0,0.0,34
rule_on,rule_off,memory_tokens_est,scenario_id,-933.0343137254902,-957.3438725490196,-909.593137254902,34
rule_on,rule_off,candidate_memory_tokens_est,scenario_id,0.0,0.0,0.0,34
fixed_on,fixed_off,emotional_support,scenario_id,-0.18627450980392157,-0.27941176470588236,-0.09803921568627451,34
fixed_on,fixed_off,personalization,scenario_id,-0.18137254901960784,-0.27941176470588236,-0.08823529411764706,34
fixed_on,fixed_off,memory_appropriateness,scenario_id,-0.12745098039215685,-0.20098039215686275,-0.058823529411764705,34
fixed_on,fixed_off,factual_grounding,scenario_id,0.0,0.0,0.0,34
fixed_on,fixed_off,temporal_consistency,scenario_id,0.0,0.0,0.0,34
fixed_on,fixed_off,non_intrusiveness,scenario_id,0.0,-0.04411764705882353,0.0392156862745098,34
fixed_on,fixed_off,overall,scenario_id,-0.19607843137254902,-0.29411764705882354,-0.10294117647058823,34
fixed_on,fixed_off,misuse_any,scenario_id,0.024509803921568627,0.0,0.049019607843137254,34
fixed_on,fixed_off,misuse_clear,scenario_id,0.0,0.0,0.0,34
fixed_on,fixed_off,misuse_severity,scenario_id,0.024509803921568627,0.0,0.049019607843137254,34
fixed_on,fixed_off,major_issue_rate,scenario_id,0.0,0.0,0.0,34
fixed_on,fixed_off,overall_risk,scenario_id,0.12254901960784313,0.00980392156862745,0.23039215686274508,34
fixed_on,fixed_off,omission_clear,scenario_id,0.004901960784313725,-0.00980392156862745,0.024509803921568627,34
fixed_on,fixed_off,omission_severity,scenario_id,-0.029411764705882353,-0.11764705882352941,0.058823529411764705,34
fixed_on,fixed_off,source_invocations,scenario_id,0.0,0.0,0.0,34
fixed_on,fixed_off,memory_tokens_est,scenario_id,-944.8284313725491,-969.3886029411765,-920.8868872549019,34
fixed_on,fixed_off,candidate_memory_tokens_est,scenario_id,0.0,0.0,0.0,34
pm_off,rule_off,emotional_support,scenario_id,0.00980392156862745,-0.049019607843137254,0.06372549019607843,34
pm_off,rule_off,personalization,scenario_id,-0.0196078431372549,-0.0784313725490196,0.03431372549019608,34
pm_off,rule_off,memory_appropriateness,scenario_id,0.004901960784313725,-0.04411764705882353,0.05392156862745098,34
pm_off,rule_off,factual_grounding,scenario_id,0.0,0.0,0.0,34
pm_off,rule_off,temporal_consistency,scenario_id,0.0,0.0,0.0,34
pm_off,rule_off,non_intrusiveness,scenario_id,0.00980392156862745,-0.00980392156862745,0.029411764705882353,34
pm_off,rule_off,overall,scenario_id,0.00980392156862745,-0.049019607843137254,0.06372549019607843,34
pm_off,rule_off,misuse_any,scenario_id,-0.004901960784313725,-0.024509803921568627,0.014705882352941176,34
pm_off,rule_off,misuse_clear,scenario_id,0.0,0.0,0.0,34
pm_off,rule_off,misuse_severity,scenario_id,-0.004901960784313725,-0.024509803921568627,0.014705882352941176,34
pm_off,rule_off,major_issue_rate,scenario_id,0.0,0.0,0.0,34
pm_off,rule_off,overall_risk,scenario_id,0.09803921568627451,0.0392156862745098,0.1568627450980392,34
pm_off,rule_off,omission_clear,scenario_id,-0.014705882352941176,-0.03431372549019608,0.004901960784313725,34
pm_off,rule_off,omission_severity,scenario_id,-0.06372549019607843,-0.15196078431372548,0.0196078431372549,34
pm_off,rule_off,source_invocations,scenario_id,-0.28431372549019607,-0.37254901960784315,-0.20098039215686275,34
pm_off,rule_off,memory_tokens_est,scenario_id,-341.29901960784315,-394.6863970588235,-285.6453431372549,34
pm_off,rule_off,candidate_memory_tokens_est,scenario_id,-341.29901960784315,-394.6863970588235,-285.6453431372549,34
pm_off,fixed_off,emotional_support,scenario_id,-0.0196078431372549,-0.08823529411764706,0.04411764705882353,34
pm_off,fixed_off,personalization,scenario_id,-0.0392156862745098,-0.10784313725490197,0.024509803921568627,34
pm_off,fixed_off,memory_appropriateness,scenario_id,-0.024509803921568627,-0.08333333333333333,0.03431372549019608,34
pm_off,fixed_off,factual_grounding,scenario_id,0.0,0.0,0.0,34
pm_off,fixed_off,temporal_consistency,scenario_id,0.0,0.0,0.0,34
pm_off,fixed_off,non_intrusiveness,scenario_id,0.00980392156862745,-0.00980392156862745,0.03431372549019608,34
pm_off,fixed_off,overall,scenario_id,-0.03431372549019608,-0.10784313725490197,0.03431372549019608,34
pm_off,fixed_off,misuse_any,scenario_id,0.004901960784313725,-0.00980392156862745,0.0196078431372549,34
pm_off,fixed_off,misuse_clear,scenario_id,0.0,0.0,0.0,34
pm_off,fixed_off,misuse_severity,scenario_id,0.004901960784313725,-0.00980392156862745,0.0196078431372549,34
pm_off,fixed_off,major_issue_rate,scenario_id,0.0,0.0,0.0,34
pm_off,fixed_off,overall_risk,scenario_id,0.06862745098039216,-0.024509803921568627,0.1568627450980392,34
pm_off,fixed_off,omission_clear,scenario_id,0.00980392156862745,-0.00980392156862745,0.029411764705882353,34
pm_off,fixed_off,omission_severity,scenario_id,-0.014705882352941176,-0.08823529411764706,0.058823529411764705,34
pm_off,fixed_off,source_invocations,scenario_id,-1.2843137254901962,-1.3725490196078431,-1.2009803921568627,34
pm_off,fixed_off,memory_tokens_est,scenario_id,-354.5637254901961,-407.9925245098039,-298.84754901960787,34
pm_off,fixed_off,candidate_memory_tokens_est,scenario_id,-354.5637254901961,-407.9925245098039,-298.84754901960787,34
pm_on,rule_on,emotional_support,scenario_id,-0.014705882352941176,-0.058823529411764705,0.029411764705882353,34
pm_on,rule_on,personalization,scenario_id,-0.014705882352941176,-0.058823529411764705,0.029411764705882353,34
pm_on,rule_on,memory_appropriateness,scenario_id,0.0,-0.04411764705882353,0.04411764705882353,34
pm_on,rule_on,factual_grounding,scenario_id,0.0,0.0,0.0,34
pm_on,rule_on,temporal_consistency,scenario_id,0.0,0.0,0.0,34
pm_on,rule_on,non_intrusiveness,scenario_id,0.0,-0.014705882352941176,0.014705882352941176,34
pm_on,rule_on,overall,scenario_id,-0.004901960784313725,-0.05392156862745098,0.0392156862745098,34
pm_on,rule_on,misuse_any,scenario_id,0.00980392156862745,-0.0196078431372549,0.03443627450980214,34
pm_on,rule_on,misuse_clear,scenario_id,0.0,0.0,0.0,34
pm_on,rule_on,misuse_severity,scenario_id,0.00980392156862745,-0.0196078431372549,0.03443627450980214,34
pm_on,rule_on,major_issue_rate,scenario_id,0.0,0.0,0.0,34
pm_on,rule_on,overall_risk,scenario_id,0.024509803921568627,-0.04411764705882353,0.09313725490196079,34
pm_on,rule_on,omission_clear,scenario_id,0.024509803921568627,0.004901960784313725,0.04411764705882353,34
pm_on,rule_on,omission_severity,scenario_id,0.06862745098039216,0.00980392156862745,0.1323529411764706,34
pm_on,rule_on,source_invocations,scenario_id,-0.28431372549019607,-0.37254901960784315,-0.20098039215686275,34
pm_on,rule_on,memory_tokens_est,scenario_id,-20.068627450980394,-27.299264705882354,-13.48026960784314,34
pm_on,rule_on,candidate_memory_tokens_est,scenario_id,-341.29901960784315,-394.6863970588235,-285.6453431372549,34
pm_on,fixed_on,emotional_support,scenario_id,-0.029411764705882353,-0.07352941176470588,0.00980392156862745,34
pm_on,fixed_on,personalization,scenario_id,-0.029411764705882353,-0.07352941176470588,0.00980392156862745,34
pm_on,fixed_on,memory_appropriateness,scenario_id,-0.014705882352941176,-0.058823529411764705,0.024509803921568627,34
pm_on,fixed_on,factual_grounding,scenario_id,0.0,0.0,0.0,34
pm_on,fixed_on,temporal_consistency,scenario_id,0.0,0.0,0.0,34
pm_on,fixed_on,non_intrusiveness,scenario_id,0.0,-0.0196078431372549,0.0196078431372549,34
pm_on,fixed_on,overall,scenario_id,-0.0196078431372549,-0.06372549019607843,0.024509803921568627,34
pm_on,fixed_on,misuse_any,scenario_id,-0.004901960784313725,-0.03431372549019608,0.024509803921568627,34
pm_on,fixed_on,misuse_clear,scenario_id,0.0,0.0,0.0,34
pm_on,fixed_on,misuse_severity,scenario_id,-0.004901960784313725,-0.03431372549019608,0.024509803921568627,34
pm_on,fixed_on,major_issue_rate,scenario_id,0.0,0.0,0.0,34
pm_on,fixed_on,overall_risk,scenario_id,0.0196078431372549,-0.058823529411764705,0.09803921568627451,34
pm_on,fixed_on,omission_clear,scenario_id,0.014705882352941176,-0.00980392156862745,0.0392156862745098,34
pm_on,fixed_on,omission_severity,scenario_id,0.049019607843137254,-0.0392156862745098,0.14705882352941177,34
pm_on,fixed_on,source_invocations,scenario_id,-1.2843137254901962,-1.3725490196078431,-1.2009803921568627,34
pm_on,fixed_on,memory_tokens_est,scenario_id,-21.53921568627451,-28.705882352941178,-14.94105392156863,34
pm_on,fixed_on,candidate_memory_tokens_est,scenario_id,-354.5637254901961,-407.9925245098039,-298.84754901960787,34
