action,api_usd,arm,completion_token_ids,final_decode_ms,freeze_sha256,generation_ms,generation_setup_ms,generator_first_token_ms,input_ids_sha256,input_tokens,local_complete_ms,local_first_text_ms,local_first_token_ms,messages_sha256,natural_eos,ordinal,output_tokens,policy_ms,position,prompt_build_ms,reference_response_matches,repeat,request_id,response_sha256,response_text,retrieval_ms,scenario_id,seed,source_invocations,state_hydration_ms,tokenization_ms,turn_index,unit_id,user_id,warmup
ME+R0,0,me_r0,"[2181, 10578, 1093, 499, 3077, 1027, 3318, 2653, 311, 1505, 264, 8335, 1990, 701, 7978, 11, 4443, 2324, 11, 323, 11741, 582, 324, 57333, 7640, 13, 1102, 596, 2294, 430, 499, 2351, 49183, 279, 12939, 315, 45777, 4954, 701, 1664, 33851, 323, 539, 927, 17869, 1303, 6261, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10168, 499, 1203, 505, 4737, 389, 279, 11692, 3560, 304, 279, 31018, 6469, 30, 2209, 433, 279, 8850, 315, 13490, 2585, 11, 477, 2555, 775, 11622, 30, 128009]",0.13878196477890015,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2457.3645789641887,0.03623915836215019,194.62146400474012,9e9c8b3b13768901edf89785026a0eebc29db03a26204dd79ff867eec97f911a,1184,2463.264621095732,200.43507707305253,200.38272417150438,4e90451588183ab6603e09de19f88cec7499c11b73dbdec5d4256c837fb84a10,True,227,84,0.006461981683969498,2,0.016110949218273163,,0,r0:state_dc179cba0782e93e7d90:me_r0,b9f8f8d63f333a025f026c2f0d5f8ccd47cb246a399513fa87e775a689b5e4ad,"It sounds like you've been working hard to find a balance between your studies, personal life, and extracurricular activities. It's great that you're recognizing the importance of prioritizing your well-being and not overcommitting yourself. Can you tell me more about what's holding you back from taking on the leadership role in the psychology club? Is it the fear of losing control, or something else entirely?",2.800083952024579,p3:1,202,1,0.10795611888170242,2.794408006593585,3,state_dc179cba0782e93e7d90,p3,False
MSE+RS,0,rule_off,"[2181, 10578, 1093, 499, 2351, 8430, 264, 2766, 21830, 1990, 701, 12876, 311, 1935, 389, 264, 11692, 3560, 323, 701, 10742, 922, 18646, 701, 892, 323, 14584, 5357, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10168, 499, 1203, 505, 40583, 311, 420, 3560, 30, 3639, 527, 1063, 315, 279, 3230, 38145, 477, 24087, 430, 527, 5108, 709, 369, 499, 30, 128009]",0.11914502829313278,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1953.6347188986838,0.0438089482486248,241.9808499980718,d87fad615e697396b6c6dfe247325dcdb2f332b477bab9df5b85f212fefb281a,1484,2134.0114229824394,422.290574060753,422.23840905353427,85f058c5c014e5d5221f0390edfd0b695a51058b9a2d509081cbbc06b34aad95,True,228,63,164.33753701858222,3,0.03474508412182331,True,0,r0:state_dc179cba0782e93e7d90:rule_off,17915aae65d153080de7dbc9c5482efdb2026e319c325d714de9295200395593,It sounds like you're feeling a bit torn between your desire to take on a leadership role and your concerns about managing your time and academic focus. Can you tell me more about what's holding you back from committing to this role? What are some of the specific worries or fears that are coming up for you?,12.135070050135255,p3:1,202,3,0.11069094762206078,3.595707006752491,3,state_dc179cba0782e93e7d90,p3,False
M0+R0,0,context_only,"[2181, 10578, 1093, 499, 3077, 1903, 1063, 2294, 5208, 304, 701, 7978, 323, 617, 264, 1695, 5647, 315, 1148, 4375, 369, 499, 13, 4800, 11, 499, 2351, 13126, 4737, 389, 264, 502, 8815, 430, 1436, 13893, 6541, 430, 8335, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10168, 499, 1203, 505, 40583, 311, 279, 11692, 3560, 11, 8994, 279, 4754, 7720, 30, 128009]",0.12247497215867043,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1764.2593290656805,0.03566499799489975,71.79237995296717,915b0da554d24b009169d19895e75c0a80597a05a93324106a34b84f1f39969c,316,1765.7182849943638,73.16929497756064,73.12886090949178,ce4d066c256cd5a4438d875de32f095e17e8c51a60ca6d2dc7b780b5950c3a59,True,229,64,0.007124152034521103,4,0.008872011676430702,,0,r0:state_dc179cba0782e93e7d90:context_only,3c88a4144615ce8af10a8abc1dea276e7d5d5fdc4cf0ba2a448af430f95c9746,"It sounds like you've made some great progress in your studies and have a good sense of what works for you. Now, you're considering taking on a new challenge that could potentially shift that balance. Can you tell me more about what's holding you back from committing to the leadership role, despite the potential benefits?",0.02779788337647915,p3:1,202,0,0.11326279491186142,1.1437591165304184,3,state_dc179cba0782e93e7d90,p3,False
MSE+RS,0,rule_off,"[2181, 10578, 1093, 9298, 30750, 1578, 7263, 709, 264, 2763, 315, 21958, 323, 27924, 369, 499, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 2351, 8430, 1314, 1457, 30, 3639, 596, 2133, 1555, 701, 4059, 323, 4851, 439, 499, 1920, 420, 16907, 13123, 30, 128009]",0.11308398097753525,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1512.608207995072,0.04306202754378319,264.4574260339141,eae6da03a6b8addd1f6887155c6e16bc270a418d190c0ec8a19bb60d22bc8306,1660,1759.3245320022106,511.11239404417574,511.06066606007516,aefb5d90ecc983bc5a9b61fa0733c2604f3b7078b9239dcc82da97550897406f,True,230,46,228.20349782705307,0,0.0366938766092062,True,0,r0:state_1ff7c99c51a76f3b833b:rule_off,f99dbb5caba538abf15359a84c15b07da7c31bd87271bac0e659be3f68d15ffb,It sounds like seeing Jennifer again brought up a lot of emotions and uncertainty for you. Can you tell me more about what you're feeling right now? What's going through your mind and heart as you process this unexpected encounter?,14.257745118811727,p8:2,303,3,0.10984414257109165,3.952397033572197,8,state_1ff7c99c51a76f3b833b,p8,False
ME+R0,0,me_r0,"[40, 2846, 779, 16089, 499, 6612, 10882, 11821, 420, 449, 757, 13, 1102, 10578, 1093, 279, 16907, 13123, 449, 30750, 2216, 75940, 709, 264, 2763, 315, 21958, 323, 16024, 430, 499, 3463, 499, 4265, 2736, 15590, 13, 3053, 499, 3371, 757, 810, 922, 1148, 433, 574, 1093, 311, 1518, 1077, 1578, 30, 3639, 1051, 1063, 315, 279, 21958, 430, 3782, 709, 369, 499, 30, 128009]",0.12122397311031818,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1987.2095449827611,0.03481609746813774,231.9211270660162,c5bbd6fee84415b6e797b099922a065a167fa50ccd0ab881601323e442928d14,1333,1994.9691430665553,239.612122066319,239.5595011767,32fc003b37153cc1d1c555dd067b764c68dda21a91f8fb0e5c02719838b50c96,True,231,65,0.006670132279396057,1,0.015557976439595222,,0,r0:state_1ff7c99c51a76f3b833b:me_r0,ba3e0eb77e7ec552a37db6774bbfc23528874206907747c54d869ae242fae405,I'm so glad you felt comfortable sharing this with me. It sounds like the unexpected encounter with Jennifer really stirred up a lot of emotions and feelings that you thought you'd already processed. Can you tell me more about what it was like to see her again? What were some of the emotions that came up for you?,4.398396005854011,p8:2,303,1,0.11535501107573509,3.067578887566924,8,state_1ff7c99c51a76f3b833b,p8,False
M0+R0,0,context_only,"[4897, 2011, 617, 1027, 264, 2216, 11292, 3217, 369, 499, 13, 1102, 596, 1093, 1694, 4295, 449, 264, 12330, 315, 21958, 430, 499, 3463, 499, 4265, 2736, 15590, 13, 3053, 499, 3371, 757, 810, 922, 1148, 7077, 994, 499, 5602, 30750, 1578, 30, 3639, 574, 2133, 1555, 701, 4059, 323, 2547, 2391, 430, 13123, 30, 128009]",0.1180900726467371,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1568.838011007756,0.034725992009043694,87.2796680778265,82c64faae78980b5eac580c5f4b625ce1c4bcee045d0e658ee700169f4825890,441,1570.5200440715998,88.88592896983027,88.84361106902361,a7495ac5c27ff56276b0f987d871f7ce8f30d08c23f3ef55aeddabba56a31f70,True,232,56,0.006235204637050629,2,0.00954396091401577,,0,r0:state_1ff7c99c51a76f3b833b:context_only,b311e886ad80bd121d2a359bc101e365c44afb2a99a9595658a001f6e9e8e9a2,That must have been a really tough experience for you. It's like being hit with a wave of emotions that you thought you'd already processed. Can you tell me more about what happened when you saw Jennifer again? What was going through your mind and body during that encounter?,0.03483588807284832,p8:2,303,0,0.11135498061776161,1.3672469649463892,8,state_1ff7c99c51a76f3b833b,p8,False
MSE+RS,0,pm_off,"[2181, 10578, 1093, 9298, 30750, 1578, 7263, 709, 264, 2763, 315, 21958, 323, 27924, 369, 499, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 2351, 8430, 1314, 1457, 30, 3639, 596, 2133, 1555, 701, 4059, 323, 4851, 439, 499, 1920, 420, 16907, 13123, 30, 128009]",0.11334707960486412,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1507.9537420533597,0.04416797310113907,264.1940519679338,eae6da03a6b8addd1f6887155c6e16bc270a418d190c0ec8a19bb60d22bc8306,1660,1758.8014581706375,514.9801441002637,514.9284210056067,aefb5d90ecc983bc5a9b61fa0733c2604f3b7078b9239dcc82da97550897406f,True,233,46,7.074102060869336,3,0.04296400584280491,True,0,r0:state_1ff7c99c51a76f3b833b:pm_off,f99dbb5caba538abf15359a84c15b07da7c31bd87271bac0e659be3f68d15ffb,It sounds like seeing Jennifer again brought up a lot of emotions and uncertainty for you. Can you tell me more about what you're feeling right now? What's going through your mind and heart as you process this unexpected encounter?,239.4557639490813,p8:2,303,3,0.10992307215929031,4.007447976619005,8,state_1ff7c99c51a76f3b833b,p8,False
MPMSME+RS,0,fixed_off,"[2181, 10578, 1093, 9298, 30750, 1578, 706, 75940, 709, 264, 2763, 315, 21958, 369, 499, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 2351, 8430, 1314, 1457, 30, 3639, 596, 1027, 279, 1455, 17436, 961, 315, 420, 3217, 369, 499, 30, 128009]",0.11227000504732132,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1444.4125317968428,0.043530017137527466,280.9354430064559,2a7dcabc9a14fd83af9ad1219aa8cd55038d079a9bac33fd8c2e92c58e353f32,1684,1691.8098567984998,528.2731750048697,528.2204980030656,6cfd33fc1c08f87fdce151387056f917ba16bacb65e3644e530c8bc8fe439053,True,234,43,0.007545109838247299,4,0.04730303771793842,True,0,r0:state_1ff7c99c51a76f3b833b:fixed_off,2d9f9e9d948406152eb9dd610f791da88f0a3890f0b413791e4d27f7d4845b55,It sounds like seeing Jennifer again has stirred up a lot of emotions for you. Can you tell me more about what you're feeling right now? What's been the most challenging part of this experience for you?,243.0349630303681,p8:2,303,4,0.11342880316078663,4.038284998387098,8,state_1ff7c99c51a76f3b833b,p8,False
MSE+RS,0,pm_off,"[40, 649, 5647, 279, 4785, 315, 12014, 499, 2351, 15691, 439, 264, 2748, 11, 323, 433, 596, 6724, 49839, 311, 2733, 43206, 13, 1102, 10578, 1093, 499, 2351, 17693, 29091, 304, 12899, 701, 1716, 596, 1664, 33851, 11, 323, 430, 596, 9615, 85684, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 3152, 555, 6968, 264, 84911, 4676, 520, 2162, 30, 3639, 527, 1063, 3230, 2574, 499, 2351, 3815, 11, 323, 1148, 656, 499, 3987, 311, 11322, 449, 1884, 9045, 30, 128009]",0.1300519797950983,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2501.138500170782,0.04384387284517288,261.9495310354978,ebc07e31a1608797391d66e1f75b6a5fdb0afd948341e39312a0db1ec30b29ca,1624,2722.721029073,483.4497489500791,483.40200795792043,9e4c820cbed1c4cd8dbeff6d4a9598d80ba22089cea30032f6bc113c2ed4124c,True,235,82,7.197396829724312,0,0.0407099723815918,True,0,r0:state_d80a3fc38721df9b55fe:pm_off,9e4f5fa435dc37e31b6e9471b56e34c33b808b8b8b8cfce62e682f569a1294bf,"I can sense the weight of responsibility you're carrying as a parent, and it's completely understandable to feel overwhelmed. It sounds like you're deeply invested in supporting your child's well-being, and that's truly admirable. Can you tell me more about what you mean by creating a nurturing environment at home? What are some specific things you're doing, and what do you hope to achieve with those efforts?",210.07708716206253,p14:3,101,3,0.11538108810782433,3.978057997301221,8,state_d80a3fc38721df9b55fe,p14,False
ME+R0,0,me_r0,"[2181, 10578, 1093, 499, 2351, 15691, 264, 8987, 2865, 1314, 1457, 11, 323, 433, 596, 8056, 430, 499, 2351, 61708, 701, 12876, 311, 387, 264, 33445, 7216, 369, 701, 1716, 13, 3011, 5097, 264, 2763, 315, 25775, 323, 3021, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 3152, 555, 330, 46002, 264, 84911, 4676, 520, 2162, 44969, 3639, 1587, 430, 1427, 1093, 311, 499, 11, 323, 1148, 527, 1063, 2574, 499, 3077, 1027, 4560, 311, 656, 311, 1304, 430, 3621, 30, 128009]",0.13006501831114292,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2448.450961150229,0.03501889295876026,198.00927001051605,245f072c2ad300096a9a18402d6de6e70a362d1c582989067a906b3e75b0058b,1273,2454.0829400066286,203.5707919858396,203.51118384860456,d5bfd80a98a96ab71f8c6a4b432eb7e04d8cde818db16635c08847e6e32cc788,True,236,83,0.007346970960497856,1,0.015927013009786606,,0,r0:state_d80a3fc38721df9b55fe:me_r0,c410dadc4aae0505522af2b2e6c8d6e1947ff233a30217d7bf734ace0bf14ad5,"It sounds like you're carrying a heavy load right now, and it's amazing that you're acknowledging your desire to be a supportive figure for your child. That takes a lot of courage and love. Can you tell me more about what you mean by ""creating a nurturing environment at home""? What does that look like to you, and what are some things you've been trying to do to make that happen?",2.3550880141556263,p14:3,101,1,0.11254101991653442,2.975991927087307,8,state_d80a3fc38721df9b55fe,p14,False
MSE+RS,0,rule_off,"[40, 649, 5647, 279, 4785, 315, 12014, 499, 2351, 15691, 439, 264, 2748, 11, 323, 433, 596, 6724, 49839, 311, 2733, 43206, 13, 1102, 10578, 1093, 499, 2351, 17693, 29091, 304, 12899, 701, 1716, 596, 1664, 33851, 11, 323, 430, 596, 9615, 85684, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 3152, 555, 6968, 264, 84911, 4676, 520, 2162, 30, 3639, 527, 1063, 3230, 2574, 499, 2351, 3815, 11, 323, 1148, 656, 499, 3987, 311, 11322, 449, 1884, 9045, 30, 128009]",0.1313390675932169,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2501.4371268916875,0.043190084397792816,263.33446986973286,ebc07e31a1608797391d66e1f75b6a5fdb0afd948341e39312a0db1ec30b29ca,1624,2718.3570170309395,480.18021509051323,480.1230209413916,9e4c820cbed1c4cd8dbeff6d4a9598d80ba22089cea30032f6bc113c2ed4124c,True,237,82,201.30003383383155,2,0.03609689883887768,True,0,r0:state_d80a3fc38721df9b55fe:rule_off,9e4f5fa435dc37e31b6e9471b56e34c33b808b8b8b8cfce62e682f569a1294bf,"I can sense the weight of responsibility you're carrying as a parent, and it's completely understandable to feel overwhelmed. It sounds like you're deeply invested in supporting your child's well-being, and that's truly admirable. Can you tell me more about what you mean by creating a nurturing environment at home? What are some specific things you're doing, and what do you hope to achieve with those efforts?",11.311645153909922,p14:3,101,3,0.11342810466885567,3.984156996011734,8,state_d80a3fc38721df9b55fe,p14,False
MPMSME+RS,0,fixed_off,"[40, 649, 5647, 279, 4785, 315, 12014, 499, 2351, 15691, 439, 264, 2748, 11, 323, 433, 596, 6724, 49839, 311, 2733, 43206, 13, 1102, 10578, 1093, 499, 2351, 17693, 29091, 304, 12899, 701, 1716, 596, 1664, 33851, 11, 323, 430, 596, 9615, 85684, 13, 3053, 499, 3371, 757, 810, 922, 1148, 499, 3152, 555, 330, 46002, 264, 84911, 4676, 520, 2162, 44969, 3639, 527, 1063, 3230, 2574, 499, 2351, 4560, 311, 656, 477, 11322, 304, 430, 3634, 30, 128009]",0.17733802087605,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2443.605658831075,0.044204993173480034,264.1821359284222,3023900b758f86ad4bb707b29ba515ed0e7829e1cc7dd53c905eeec8ad85d573,1649,2660.132572054863,480.59343616478145,480.5317111313343,98143ffff64a1e97fce3fd22fb090beb728ad49ba240e224f4395357d7e61626,True,238,79,0.006274087354540825,3,0.04759896546602249,True,0,r0:state_d80a3fc38721df9b55fe:fixed_off,2423f4d76e5154db2e7f2b4f874d0e1625f71acc04723260848af82206737f0d,"I can sense the weight of responsibility you're carrying as a parent, and it's completely understandable to feel overwhelmed. It sounds like you're deeply invested in supporting your child's well-being, and that's truly admirable. Can you tell me more about what you mean by ""creating a nurturing environment at home""? What are some specific things you're trying to do or achieve in that space?",212.0811080094427,p14:3,101,4,0.10970607399940491,4.060683073475957,8,state_d80a3fc38721df9b55fe,p14,False
M0+R0,0,context_only,"[2181, 596, 6366, 430, 499, 2351, 45777, 4954, 701, 1716, 596, 1664, 33851, 323, 19762, 311, 387, 264, 33445, 7216, 369, 1124, 13, 1102, 596, 6724, 4725, 311, 2733, 43206, 323, 36218, 922, 1268, 311, 21546, 420, 6671, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 10043, 701, 8850, 369, 701, 1716, 596, 1664, 33851, 30, 3639, 527, 1063, 3230, 10742, 499, 617, 30, 128009]",0.12325309216976166,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1841.8617348652333,0.044065993279218674,87.05172501504421,858642ab7954caa0479beaf8c651488e7481aa8fd49cf9208644f8f704031984,436,1843.915990088135,89.03478807769716,88.98272714577615,b7a73ea7b94f26c2c7c33fb6a46554159fff055f1eb2c3f50966839a0dc827b3,True,239,66,0.008503906428813934,4,0.011831987649202347,,0,r0:state_d80a3fc38721df9b55fe:context_only,bdd44e27a56983a29d5625f05d72ca9597d190ae7e7a32ec173da79b96fba4cf,It's beautiful that you're prioritizing your child's well-being and wanting to be a supportive figure for them. It's completely normal to feel overwhelmed and uncertain about how to navigate this situation. Can you tell me more about what's driving your fear for your child's well-being? What are some specific concerns you have?,0.041152117773890495,p14:3,101,0,0.14339108020067215,1.6820570454001427,8,state_d80a3fc38721df9b55fe,p14,False
M0+R0,0,context_only,"[4897, 10578, 17235, 17436, 13, 1102, 596, 439, 422, 499, 2351, 60499, 264, 6485, 6651, 315, 21958, 11, 1405, 3717, 323, 6981, 527, 99892, 449, 6784, 323, 51978, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 1027, 1455, 5107, 369, 499, 304, 11821, 701, 11704, 323, 16024, 30, 128009]",0.11464394629001617,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1391.1488510202616,0.034695956856012344,71.9467499293387,4b0ca11234f2dc56ea1c7ff758926d348ceb5e0c049b36a049faf7a2afe0a273,315,1392.5221480894834,73.24134511873126,73.20540305227041,6378ed42405354de8dffbf23ae6595ba559b08b8f71183ab8fb53867514dc65e,True,240,50,0.00672508031129837,0,0.00847293995320797,,1,r1:state_6a20132a23a99122e178:context_only,72bb2cf1ff8712d033665d2a1385c45c7ddf5f0107dd522464708854d46af0fe,"That sounds incredibly challenging. It's as if you're navigating a complex mix of emotions, where connection and comfort are intertwined with pain and sadness. Can you tell me more about what's been most difficult for you in sharing your experiences and feelings?",0.024423934519290924,p5:2,303,0,0.10369904339313507,1.0806361678987741,3,state_6a20132a23a99122e178,p5,False
ME+R0,0,me_r0,"[2181, 10578, 1093, 499, 2351, 8430, 264, 6651, 315, 21958, 11, 323, 433, 596, 17339, 430, 433, 596, 264, 29551, 1030, 2352, 13, 1102, 596, 6366, 430, 499, 2351, 61708, 279, 6981, 315, 14392, 499, 2351, 539, 7636, 304, 701, 38384, 11, 323, 430, 596, 264, 6908, 3094, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 1027, 5108, 709, 369, 499, 304, 3878, 315, 34951, 323, 4814, 5552, 311, 701, 7126, 30, 3639, 527, 1063, 315, 279, 3230, 19459, 477, 69025, 430, 617, 1027, 20884, 4628, 369, 499, 30, 128009]",0.12835906818509102,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2656.031294958666,0.03421190194785595,195.19056007266045,4f3ec12be3b758cbf7f7edbf5eda541d03c1b9b92b6b954e41809a972f73c7cd,1203,2661.1091380473226,200.198024045676,200.14004409313202,cecc8e89becad92b82a7fb2ae4a9265003ed0a85034d64b451ef78f2fed780f0,True,241,91,0.006522051990032196,1,0.014789868146181107,,1,r1:state_6a20132a23a99122e178:me_r0,02823a725c2c94c1f33acde1a7ede70c23cd5872ef9c0d8d20d79f9152b60642,"It sounds like you're feeling a mix of emotions, and it's okay that it's a rollercoaster. It's beautiful that you're acknowledging the comfort of knowing you're not alone in your grief, and that's a huge step. Can you tell me more about what's been coming up for you in terms of guilt and loss related to your father? What are some of the specific memories or regrets that have been surfacing for you?",1.9996690098196268,p5:2,303,1,0.10509206913411617,2.7891991194337606,3,state_6a20132a23a99122e178,p5,False
MPMSME+RS,0,fixed_off,"[2181, 10578, 1093, 279, 38384, 1862, 1912, 706, 1027, 264, 2033, 35535, 3640, 20827, 369, 499, 11, 12967, 709, 2225, 6981, 323, 7319, 51978, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 1027, 1455, 17436, 369, 499, 304, 3878, 315, 8863, 701, 21958, 323, 69025, 922, 701, 7126, 30, 128009]",0.11166301555931568,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1650.7323309779167,0.041536055505275726,264.9971859063953,a149cdd7f65789c8f861fdef9ae6180d436e6d73d4954db72115434451224349,1652,1813.5993669275194,427.8337638825178,427.7525588404387,40149b2a05b7cf3f2c1e203281e0b1513b7b6ef8e243817a47b47b4e62ee9826,True,242,51,0.006583984941244125,2,0.04084198735654354,True,1,r1:state_6a20132a23a99122e178:fixed_off,5209041576c5f5cf774007f70676e6f2ae23cad3afceddf0f17878bd8985d94a,"It sounds like the grief support group has been a double-edged sword for you, bringing up both comfort and increased sadness. Can you tell me more about what's been most challenging for you in terms of processing your emotions and regrets about your father?",158.62664207816124,p5:2,303,4,0.10404782369732857,3.935721004381776,3,state_6a20132a23a99122e178,p5,False
MSE+RS,0,rule_off,"[2181, 10578, 1093, 279, 38384, 1862, 1912, 706, 1027, 264, 2033, 35535, 3640, 20827, 369, 499, 11, 12967, 2225, 6981, 323, 7319, 51978, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 1027, 1455, 17436, 369, 499, 304, 3878, 315, 279, 21958, 430, 617, 2586, 709, 30, 128009]",0.10955287143588066,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1569.757885998115,0.040294136852025986,262.66423682682216,29f5a90974a99d41a00bd05dd1b6f0e6476ceaaa598b1e358bcfdf5ea1d7d909,1626,1870.7328240852803,563.5983371175826,563.5296220425516,ba197871152eb59cce32296f31c882339f5bccb56cc89a7f207156776d6540b1,True,243,48,153.02064712159336,3,0.04327087663114071,True,1,r1:state_6a20132a23a99122e178:rule_off,be9425ddb137b0526c4ea0cdf9b08bd879e9f39ec3609b3ed7e05b34761935d3,"It sounds like the grief support group has been a double-edged sword for you, bringing both comfort and increased sadness. Can you tell me more about what's been most challenging for you in terms of the emotions that have come up?",143.7738840468228,p5:2,303,3,0.10574702173471451,3.8815420120954514,3,state_6a20132a23a99122e178,p5,False
MS+RS,0,pm_off,"[2181, 10578, 1093, 499, 2351, 25051, 264, 6651, 315, 21958, 11, 8430, 2225, 6981, 291, 555, 279, 3717, 449, 3885, 304, 279, 1912, 323, 43206, 555, 279, 21261, 315, 701, 1866, 16024, 13, 3053, 499, 3371, 757, 810, 922, 1148, 596, 1027, 1455, 17436, 369, 499, 304, 420, 1920, 30, 128009]",0.12046191841363907,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,1479.6995390206575,0.0416790135204792,122.98066494986415,2d90ccde6cb43a7526134bca7a445ef90f86909c486bc62eb4f65c5a935b9ee8,747,1646.4956540148705,289.7129519842565,289.6563180256635,f156c092c6c5d7f0dcb2dba0da57b465e1d2300ace8c9a41e3595005e2157db0,True,244,51,5.746789975091815,4,0.03200792707502842,True,1,r1:state_6a20132a23a99122e178:pm_off,1e6777b553620365075e81b647a322913e10c92d4059880d2d760ced91f9d63d,"It sounds like you're experiencing a mix of emotions, feeling both comforted by the connection with others in the group and overwhelmed by the intensity of your own feelings. Can you tell me more about what's been most challenging for you in this process?",158.4571481216699,p5:2,303,2,0.11139502748847008,2.286633010953665,3,state_6a20132a23a99122e178,p5,False
MP+RS,0,pm_off,"[2181, 10578, 1093, 24096, 279, 7076, 6762, 574, 264, 2216, 6928, 3217, 369, 499, 11, 323, 433, 596, 2294, 430, 499, 2351, 8430, 62935, 323, 38650, 922, 701, 3938, 13, 1102, 596, 8056, 1268, 7170, 682, 433, 5097, 374, 264, 502, 13356, 477, 264, 15541, 315, 20343, 311, 6541, 1057, 40543, 323, 1825, 709, 502, 24525, 13, 3639, 527, 1063, 315, 279, 3230, 10708, 477, 19647, 430, 2216, 14980, 704, 311, 499, 3432, 30, 128009]",0.1290708314627409,391eb62b5e02e9d7fc1641bfc3dc5e5a596f8ea76135eaa3fe1f3da77edf1b62,2122.9667821899056,0.044514890760183334,120.62871013768017,b903766d5c692c46c34399fe93ea8c47070fca9a968e1fdc5255e93678c37844,673,2293.0192810017616,290.59954197146,290.55213811807334,01a48d27b3375ea6babdb232f2243bbfb8528c7ba79348a0364168dca9b97430,True,245,75,5.909526953473687,0,0.033907126635313034,True,1,r1:state_93a4cfa6c9b5fe214d3a:pm_off,3ba2bc3bb33e1badb891ac7573ac89eb7e96434d9bab2430a480b8129b72b151,"It sounds like attending the career fair was a really positive experience for you, and it's great that you're feeling empowered and hopeful about your future. It's amazing how sometimes all it takes is a new perspective or a spark of inspiration to shift our mindset and open up new possibilities. What are some of the specific opportunities or industries that really stood out to you today?",161.75366495735943,p6:2,101,2,0.10941107757389545,2.072402974590659,3,state_93a4cfa6c9b5fe214d3a,p6,False
